0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-547.031494140625,93.49009704589844,43.02272033691406,11.886907577514648,-6.069425582885742,-18.744884490966797,-23.207801818847656,-21.868751525878906,-17.259838104248047,-10.83213996887207,-4.784823417663574,-0.3980356454849243,1.5905728340148926,0.2808372676372528,0.13308417797088623,0.10015305131673813,0.23179446160793304,0.3619244396686554,0.2806302607059479,0.24346162378787994,0.262753427028656,0.07915367186069489,0.03942229971289635,0.0894460529088974,0.20679442584514618,13.695900438012233,12.714498823736138,25.647367014875783,18.452887915648663,13.11280628815188,13.482264511829317,19.63010227205609
